Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]
Sample 104	ERS13532004	SAMEA111438582	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 104	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1104_S104_L001	group 7	sequencing assay	ERX9850139	P8467_1104_S104_L001_R1_001.fastq.gz	P8467_1104_S104_L001_R1_001.fastq.gz	ERR10315299	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/099/ERR10315299/ERR10315299.fastq.gz	104
Sample 105	ERS13532005	SAMEA111438583	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 105	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_A14_S105_L003	group 8	sequencing assay	ERX9850140	20180217_Lane3_Skin_A14_S105_L003_R1_001.fastq.gz	20180217_Lane3_Skin_A14_S105_L003_R1_001.fastq.gz	ERR10315300	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR10315300/ERR10315300.fastq.gz	105
Sample 105	ERS13532005	SAMEA111438583	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 105	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1105_S105_L001	group 8	sequencing assay	ERX9850140	P8467_1105_S105_L001_R1_001.fastq.gz	P8467_1105_S105_L001_R1_001.fastq.gz	ERR10315301	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR10315301/ERR10315301.fastq.gz	105
Sample 105	ERS13532005	SAMEA111438583	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 105	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_A14_S105_L001	group 8	sequencing assay	ERX9850140	20180217_Lane1_Skin_A14_S105_L001_R1_001.fastq.gz	20180217_Lane1_Skin_A14_S105_L001_R1_001.fastq.gz	ERR10315302	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR10315302/ERR10315302.fastq.gz	105
Sample 105	ERS13532005	SAMEA111438583	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 105	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1105_S105_L002	group 8	sequencing assay	ERX9850140	P8467_1105_S105_L002_R1_001.fastq.gz	P8467_1105_S105_L002_R1_001.fastq.gz	ERR10315303	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR10315303/ERR10315303.fastq.gz	105
Sample 105	ERS13532005	SAMEA111438583	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 105	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_A14_S105_L002	group 8	sequencing assay	ERX9850140	20180217_Lane2_Skin_A14_S105_L002_R1_001.fastq.gz	20180217_Lane2_Skin_A14_S105_L002_R1_001.fastq.gz	ERR10315304	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR10315304/ERR10315304.fastq.gz	105
Sample 106	ERS13532006	SAMEA111438584	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 106	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_C14_S106_L001	group 9	sequencing assay	ERX9850141	20180217_Lane1_Skin_C14_S106_L001_R1_001.fastq.gz	20180217_Lane1_Skin_C14_S106_L001_R1_001.fastq.gz	ERR10315305	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR10315305/ERR10315305.fastq.gz	106
Sample 106	ERS13532006	SAMEA111438584	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 106	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1106_S106_L002	group 9	sequencing assay	ERX9850141	P8467_1106_S106_L002_R1_001.fastq.gz	P8467_1106_S106_L002_R1_001.fastq.gz	ERR10315306	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/006/ERR10315306/ERR10315306.fastq.gz	106
Sample 106	ERS13532006	SAMEA111438584	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 106	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_C14_S106_L003	group 9	sequencing assay	ERX9850141	20180217_Lane3_Skin_C14_S106_L003_R1_001.fastq.gz	20180217_Lane3_Skin_C14_S106_L003_R1_001.fastq.gz	ERR10315307	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR10315307/ERR10315307.fastq.gz	106
Sample 106	ERS13532006	SAMEA111438584	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 106	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_C14_S106_L002	group 9	sequencing assay	ERX9850141	20180217_Lane2_Skin_C14_S106_L002_R1_001.fastq.gz	20180217_Lane2_Skin_C14_S106_L002_R1_001.fastq.gz	ERR10315308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR10315308/ERR10315308.fastq.gz	106
Sample 106	ERS13532006	SAMEA111438584	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 106	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1106_S106_L001	group 9	sequencing assay	ERX9850141	P8467_1106_S106_L001_R1_001.fastq.gz	P8467_1106_S106_L001_R1_001.fastq.gz	ERR10315309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR10315309/ERR10315309.fastq.gz	106
Sample 107	ERS13532007	SAMEA111438585	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 107	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_E14_S107_L002	group 10	sequencing assay	ERX9850142	20180217_Lane2_Skin_E14_S107_L002_R1_001.fastq.gz	20180217_Lane2_Skin_E14_S107_L002_R1_001.fastq.gz	ERR10315310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/010/ERR10315310/ERR10315310.fastq.gz	107
Sample 107	ERS13532007	SAMEA111438585	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 107	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_E14_S107_L003	group 10	sequencing assay	ERX9850142	20180217_Lane3_Skin_E14_S107_L003_R1_001.fastq.gz	20180217_Lane3_Skin_E14_S107_L003_R1_001.fastq.gz	ERR10315311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/011/ERR10315311/ERR10315311.fastq.gz	107
Sample 107	ERS13532007	SAMEA111438585	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 107	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1107_S107_L001	group 10	sequencing assay	ERX9850142	P8467_1107_S107_L001_R1_001.fastq.gz	P8467_1107_S107_L001_R1_001.fastq.gz	ERR10315312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/012/ERR10315312/ERR10315312.fastq.gz	107
Sample 107	ERS13532007	SAMEA111438585	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 107	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1107_S107_L002	group 10	sequencing assay	ERX9850142	P8467_1107_S107_L002_R1_001.fastq.gz	P8467_1107_S107_L002_R1_001.fastq.gz	ERR10315313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/013/ERR10315313/ERR10315313.fastq.gz	107
Sample 107	ERS13532007	SAMEA111438585	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 107	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_E14_S107_L001	group 10	sequencing assay	ERX9850142	20180217_Lane1_Skin_E14_S107_L001_R1_001.fastq.gz	20180217_Lane1_Skin_E14_S107_L001_R1_001.fastq.gz	ERR10315314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/014/ERR10315314/ERR10315314.fastq.gz	107
Sample 108	ERS13532008	SAMEA111438586	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 108	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1108_S108_L001	group 11	sequencing assay	ERX9850143	P8467_1108_S108_L001_R1_001.fastq.gz	P8467_1108_S108_L001_R1_001.fastq.gz	ERR10315315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/015/ERR10315315/ERR10315315.fastq.gz	108
Sample 108	ERS13532008	SAMEA111438586	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 108	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1108_S108_L002	group 11	sequencing assay	ERX9850143	P8467_1108_S108_L002_R1_001.fastq.gz	P8467_1108_S108_L002_R1_001.fastq.gz	ERR10315316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/016/ERR10315316/ERR10315316.fastq.gz	108
Sample 108	ERS13532008	SAMEA111438586	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 108	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_G14_S108_L003	group 11	sequencing assay	ERX9850143	20180217_Lane3_Skin_G14_S108_L003_R1_001.fastq.gz	20180217_Lane3_Skin_G14_S108_L003_R1_001.fastq.gz	ERR10315317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/017/ERR10315317/ERR10315317.fastq.gz	108
Sample 108	ERS13532008	SAMEA111438586	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 108	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_G14_S108_L002	group 11	sequencing assay	ERX9850143	20180217_Lane2_Skin_G14_S108_L002_R1_001.fastq.gz	20180217_Lane2_Skin_G14_S108_L002_R1_001.fastq.gz	ERR10315318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/018/ERR10315318/ERR10315318.fastq.gz	108
Sample 108	ERS13532008	SAMEA111438586	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 108	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_G14_S108_L001	group 11	sequencing assay	ERX9850143	20180217_Lane1_Skin_G14_S108_L001_R1_001.fastq.gz	20180217_Lane1_Skin_G14_S108_L001_R1_001.fastq.gz	ERR10315319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/019/ERR10315319/ERR10315319.fastq.gz	108
Sample 109	ERS13532009	SAMEA111438587	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 109	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_I14_S109_L001	group 12	sequencing assay	ERX9850144	20180217_Lane1_Skin_I14_S109_L001_R1_001.fastq.gz	20180217_Lane1_Skin_I14_S109_L001_R1_001.fastq.gz	ERR10315320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/020/ERR10315320/ERR10315320.fastq.gz	109
Sample 109	ERS13532009	SAMEA111438587	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 109	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_I14_S109_L003	group 12	sequencing assay	ERX9850144	20180217_Lane3_Skin_I14_S109_L003_R1_001.fastq.gz	20180217_Lane3_Skin_I14_S109_L003_R1_001.fastq.gz	ERR10315321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/021/ERR10315321/ERR10315321.fastq.gz	109
Sample 109	ERS13532009	SAMEA111438587	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 109	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1109_S109_L002	group 12	sequencing assay	ERX9850144	P8467_1109_S109_L002_R1_001.fastq.gz	P8467_1109_S109_L002_R1_001.fastq.gz	ERR10315322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/022/ERR10315322/ERR10315322.fastq.gz	109
Sample 109	ERS13532009	SAMEA111438587	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 109	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1109_S109_L001	group 12	sequencing assay	ERX9850144	P8467_1109_S109_L001_R1_001.fastq.gz	P8467_1109_S109_L001_R1_001.fastq.gz	ERR10315323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/023/ERR10315323/ERR10315323.fastq.gz	109
Sample 109	ERS13532009	SAMEA111438587	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 109	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_I14_S109_L002	group 12	sequencing assay	ERX9850144	20180217_Lane2_Skin_I14_S109_L002_R1_001.fastq.gz	20180217_Lane2_Skin_I14_S109_L002_R1_001.fastq.gz	ERR10315324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/024/ERR10315324/ERR10315324.fastq.gz	109
Sample 11	ERS13532010	SAMEA111438588	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 11	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_E2_S11_L002	group 13	sequencing assay	ERX9850145	20180217_Lane2_Skin_E2_S11_L002_R1_001.fastq.gz	20180217_Lane2_Skin_E2_S11_L002_R1_001.fastq.gz	ERR10315325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/025/ERR10315325/ERR10315325.fastq.gz	11
Sample 11	ERS13532010	SAMEA111438588	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 11	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1011_S11_L002	group 13	sequencing assay	ERX9850145	P8467_1011_S11_L002_R1_001.fastq.gz	P8467_1011_S11_L002_R1_001.fastq.gz	ERR10315326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/026/ERR10315326/ERR10315326.fastq.gz	11
Sample 11	ERS13532010	SAMEA111438588	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 11	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_E2_S11_L003	group 13	sequencing assay	ERX9850145	20180217_Lane3_Skin_E2_S11_L003_R1_001.fastq.gz	20180217_Lane3_Skin_E2_S11_L003_R1_001.fastq.gz	ERR10315327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/027/ERR10315327/ERR10315327.fastq.gz	11
Sample 11	ERS13532010	SAMEA111438588	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 11	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1011_S11_L001	group 13	sequencing assay	ERX9850145	P8467_1011_S11_L001_R1_001.fastq.gz	P8467_1011_S11_L001_R1_001.fastq.gz	ERR10315328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/028/ERR10315328/ERR10315328.fastq.gz	11
Sample 11	ERS13532010	SAMEA111438588	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 11	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_E2_S11_L001	group 13	sequencing assay	ERX9850145	20180217_Lane1_Skin_E2_S11_L001_R1_001.fastq.gz	20180217_Lane1_Skin_E2_S11_L001_R1_001.fastq.gz	ERR10315329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/029/ERR10315329/ERR10315329.fastq.gz	11
Sample 110	ERS13532011	SAMEA111438589	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 110	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_K14_S110_L001	group 14	sequencing assay	ERX9850146	20180217_Lane1_Skin_K14_S110_L001_R1_001.fastq.gz	20180217_Lane1_Skin_K14_S110_L001_R1_001.fastq.gz	ERR10315330	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/030/ERR10315330/ERR10315330.fastq.gz	110
Sample 110	ERS13532011	SAMEA111438589	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 110	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1110_S110_L001	group 14	sequencing assay	ERX9850146	P8467_1110_S110_L001_R1_001.fastq.gz	P8467_1110_S110_L001_R1_001.fastq.gz	ERR10315331	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/031/ERR10315331/ERR10315331.fastq.gz	110
Sample 110	ERS13532011	SAMEA111438589	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 110	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_K14_S110_L002	group 14	sequencing assay	ERX9850146	20180217_Lane2_Skin_K14_S110_L002_R1_001.fastq.gz	20180217_Lane2_Skin_K14_S110_L002_R1_001.fastq.gz	ERR10315332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/032/ERR10315332/ERR10315332.fastq.gz	110
Sample 110	ERS13532011	SAMEA111438589	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 110	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1110_S110_L002	group 14	sequencing assay	ERX9850146	P8467_1110_S110_L002_R1_001.fastq.gz	P8467_1110_S110_L002_R1_001.fastq.gz	ERR10315333	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/033/ERR10315333/ERR10315333.fastq.gz	110
